filename, IC, LED, battery, buzzer, capacitor, clock, connector, diode, display, fuse, inductor, potentiometer, relay, resistor, switch, transistor
PCBA_16_jpg.rf.e8bac6928a5c36705be81337b9092717.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0
PCBA_165_jpg.rf.ed8ec94d3c50174b18e808ea74f0641d.jpg, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1
PCBA_511_jpg.rf.f5ff69c786e0099afd9b36ac041fda66.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
transistor53_jpg.rf.e9d2f4360e4a87bcf040dcdb39dd244a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
button18_jpg.rf.f05df16810fb48cbd6ae67cfedf3e80e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
PCBA_270_jpg.rf.f53ccf4abceebb11993114e7f83db571.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
PCBA_2_jpg.rf.eea60778c0c95feeb68ea21e4f7f3ead.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
PCBA_351_jpg.rf.ef661b97d3f2495ab8d4aca4e87c6fd7.jpg, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_21_jpg.rf.f1191c78b1404802298f589d535ec481.jpg, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
transistor30_jpg.rf.f3a2ce75d6d96b73f2e30764fc148507.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
PCBA_91_jpg.rf.f07e0c9c9c991856ba786b6992f5a672.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0
PCBA_526_jpg.rf.f580ce83109d9c93c7db93707930ea07.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_335_jpg.rf.f21a66d8367f5044a82329e3e6012c85.jpg, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_615_jpg.rf.f83467134d8b573af1ef73e9ee238e35.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_41_jpg.rf.f60ba914ccd6acbaf5aaba1d66f51466.jpg, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1
PCBA_138_jpg.rf.f6a1f5151f6c36809f0b5dce04daafe6.jpg, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
transistor31_jpg.rf.fd6fcce72e113a21be04a700a2b36f67.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
PCBA_255_jpg.rf.fdbbea03b7ccad64431d69bc8bd1c493.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
PCBA_303_jpg.rf.fa63848bbd0d53fec95b466cb9aa574b.jpg, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1
potentiometer7_jpg.rf.fd132a8c1e6c321e722cf5ba53bf1f70.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
PCBA_206_jpg.rf.fdab18fbf548ef90a0a51c5cfadb72d8.jpg, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_207_jpg.rf.ff1360a0e9ea26015f089287f2548634.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
PCBA_90_jpg.rf.fa4c1ffdf6a6caeba5c4679bc2301743.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_150_jpg.rf.fa2d73ebc42944ff10059cb0f5ab29d8.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1
PCBA_329_jpg.rf.fdb95ca55ff5edba8a2891d465134295.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_38_jpg.rf.fc417cb2d56ad1ff61cea1893cfec24e.jpg, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_372_jpg.rf.f9c800b45002d8bef94d919062afb655.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_121_jpg.rf.ff010f117211e02bb66be5cfd1ebe4ec.jpg, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
PCBA_378_jpg.rf.fd29cc7f49246e903ae196eb16efe71e.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
inductor1_jpg.rf.fde0c71d49be19b147c7d4ef059e2197.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
PCBA_88_jpg.rf.fe99737631548b12e984dc05e29f9bbb.jpg, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_348_jpg.rf.fea3e5d55e6dd730fd7cbfe2570e2c50.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1
battery2_jpg.rf.f8ac80993a49b648c3b629ca146b7f3e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_238_jpg.rf.00a34fa961d8df76f13c8e86c6251c4c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
PCBA_555_jpg.rf.03a0f2199521db66b43fa4b2b310bc44.jpg, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_5_jpg.rf.00f3e4948e72f802fdae4c580457566f.jpg, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_247_jpg.rf.01de267df731a8a717a304245ebdfb83.jpg, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0
PCBA_85_jpg.rf.01aeac3a4f6226e1508472e77bb9761b.jpg, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0
PCBA_326_jpg.rf.0001353f306333c417d5e908095e663e.jpg, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
PCBA_296_jpg.rf.014bd09f5915ec685229ba63013eeed3.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0
PCBA_334_jpg.rf.04e59bda9b569d9d6772a2de1fe773f9.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
diode6_jpg.rf.03a6af881af7eccd92b1043c5db8f823.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
transistor44_jpg.rf.04c1813334fffa4c49273ffdc07bd9f6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
PCBA_353_jpg.rf.047d8eb8310d5b2335cceaddace59396.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
PCBA_244_jpg.rf.04d5a445e3daf1ffcbc70ceb3ba4cb52.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
PCBA_263_jpg.rf.019da920a2d5bc314a13949777df8f40.jpg, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0
PCBA_72_jpg.rf.0501d047d7f9e9debbea3e2a910e252f.jpg, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_67_jpg.rf.067ba9942bfe73d13b5595dc3b02017a.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_194_jpg.rf.05b9d277c7ec80e1d966987d635d6cfa.jpg, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
PCBA_586_jpg.rf.06dcecf4437192818d1bd018f33a4fef.jpg, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0
PCBA_12_jpg.rf.07d1d1e4ef7d9e22b4b1cffad0290778.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1
diode21_jpg.rf.041440c5dbbdcb837d396c1336265a91.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_525_jpg.rf.0ae2e0ff67cd67a47aeba680930169ad.jpg, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_77_jpg.rf.0970228548d8036e02d185cd97c802ed.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0
ACM-109_Top_jpg.rf.06884cad091a335423f6770a3b9f1850.jpg, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1
PCBA_594_jpg.rf.0531d77bc933224a1113e741c678a34c.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
PCBA_349_jpg.rf.0777ac2c3f85c1d9f5a708211fc9c84d.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_592_jpg.rf.0b3f898a76a613db3840bcf7709190e9.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0
PCBA_79_jpg.rf.05cdbe168e3d2ff0117464e9dc152204.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_271_jpg.rf.0dbda393e9f9ac63095822afaa543a12.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
capacitor197_jpg.rf.08cf00a13c0be8084d6b9c950520d847.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_624_jpg.rf.11d7114ce14688a7daff7a812243ba97.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_197_png_jpg.rf.0e8d0f1c2c2825b890899276fc01e1b1.jpg, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
inductor13_jpg.rf.10fdc682a8b73420c3e085e0a5d5abf5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
PCBA_240_jpg.rf.061f5b6a1791eddf8b46b95aa75bb877.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1
PCBA_341_jpg.rf.105d94ef290eb49355d18e1bb8a292be.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
inductor38_jpg.rf.112b844cbc3ec7a209a6c920e9d90c86.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
PCBA_368_jpg.rf.07e8f091bd61a2447ba8b5d771b0b419.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0
PCBA_336_jpg.rf.1352116bec0f747beef78b9dd4d9a5aa.jpg, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_275_jpg.rf.0350a5508b60be3996d88555ecc1a80a.jpg, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_83_jpg.rf.13ad5f3b741a7c041cd220ee6010df9e.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_237_jpg.rf.1519e409eb8305e2844d95a178c3a541.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
diode24_jpg.rf.0b6540d3739fca3b00251b2a36b56fb1.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_307_jpg.rf.141a4b70201704cb92065543167d3e12.jpg, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0
PCBA_527_jpg.rf.138c7b0996b3140c2fc7f06849b80795.jpg, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_285_jpg.rf.171ed3cd24383a9e7634319839918fbc.jpg, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_245_jpg.rf.13883ab98691ae2a87428f43d7e52c2c.jpg, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0
PCBA_133_jpg.rf.18046fd3794a90c6ef754479e70dd732.jpg, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_193_jpg.rf.17a7b1947a701fdff44ff15e75f2f70c.jpg, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_308_jpg.rf.152779b87b0d6a86ec11e621d4dee6ae.jpg, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0
PCBA_320_jpg.rf.161356dd2eaad55cd01416092db99ae3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1
PCBA_602_jpg.rf.18790dc58665f3cfd63623590ad8749c.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_157_jpg.rf.1897a6086ac2fac312cb8af24415a774.jpg, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1
PCBA_291_jpg.rf.1465850028a7bf2a21891294896fa7c1.jpg, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_514_jpg.rf.17a75afe5ca836b183552099a12ff240.jpg, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
PCBA_76_jpg.rf.194ed7ba87f53b4c2fc5effdb67c226d.jpg, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0
PCBA_539_jpg.rf.1c75b234ac33979229f2888432aa813b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
potentiometer18_jpg.rf.14adb96474c061d93665febcc027b6c1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
PCBA_8_jpg.rf.1318ad37355327bb27b04e2882abea2a.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0
PCBA_30_jpg.rf.1c4ff99aca72f07cac2faece027c0687.jpg, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_529_jpg.rf.15ce5969f06e3aac231e91f20f0af17b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
PCBA_64_jpg.rf.1a9b104edab671b2f5412dd830e5f2f6.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_352_jpg.rf.1d9f8b813dd97f78ed3a7f644ff98158.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
PCBA_567_jpg.rf.176a86ec760306ef90df7658761adf58.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
PCBA_350_jpg.rf.18952cf95a8e2fc9ab25a096f540b015.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
PCBA_584_jpg.rf.1cb4bd13a0b5d55b4d2e658491601905.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
PCBA_311_jpg.rf.1e8856a396e5aa85e7ec68d922b12965.jpg, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0
PCBA_71_jpg.rf.217b428c1c6900384482dcf06cbd6e99.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_256_jpg.rf.2032ea56de90be9ce4e703c10faab3ed.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0
PCBA_42_jpg.rf.1cf0b73267dfa7e26cb73c6520556b4b.jpg, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1
PCBA_29_jpg.rf.1e13947567eb512cfc612a757af52272.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
capacitor62_jpg.rf.220b301918426532c46e9e38b1edd9df.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_120_png_jpg.rf.23d004be39a6caca90b08575dc90e506.jpg, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1
PCBA_622_jpg.rf.1e9b3cb8debbfeaaebddabe88c7d2077.jpg, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
PCBA_563_jpg.rf.2c1cf55f35b6d90ff96137f540313908.jpg, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
inductor18_jpg.rf.1ec93f34771ac904d699416c2117f9e7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
PCBA_605_jpg.rf.2268a6156fa11ea91ce60c333ab0649f.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_269_jpg.rf.257d306be4bb97707d72bdd8740eae6d.jpg, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_171_jpg.rf.263426672529f52dba03076fbb6ceeb6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_61_jpg.rf.1ff8382f6592ed54446e1eb2255d2219.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_284_jpg.rf.2b71f15425d99aa1f763f704c41c5069.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1
PCBA_287_jpg.rf.2a6bc714323365ca7fff991667f85c3b.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_299_jpg.rf.23b0c17e14d2e7533b22751659816a24.jpg, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
PCBA_39_jpg.rf.2c0bf9ab321664c41952b180b99cf1f8.jpg, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_58_jpg.rf.2a44d7202aa850a7edcf64be14d2b179.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_177_jpg.rf.2c221bf3b0a2d4053e899f1ea9190841.jpg, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0
PCBA_364_jpg.rf.26e351cf837485a037e2ff2e9dbb7312.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
PCBA_564_jpg.rf.285d04a7e9ff1c67735005eb4b58251d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
inductor58_jpg.rf.2d0b73721385fac778ed8381a7b95367.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
PCBA_258_jpg.rf.3113176237a7497bab73d097bbafc638.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_505_jpg.rf.31177dd6761edbb6ac10143862f504cd.jpg, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0
potentiometer11_jpg.rf.2c50cfa35c04a2e41c87dd4e16fcd22b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
PCBA_213_jpg.rf.34829adaadcf2f35cf4cae9d1ffdd17e.jpg, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
potentiometer12_jpg.rf.2f2440dd315805b0b149c141078428ba.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
clock21_jpg.rf.258880516cb92c2cdfd118cd50df3b62.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_612_jpg.rf.3239f541271e6361a5c85dc83fce258e.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_546_jpg.rf.2db578c6a5b577f7e55010a2edb8deea.jpg, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1
inductor63_jpg.rf.3626d7ff638acfa28290920f18ed5c57.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
PCBA_332_jpg.rf.2cda9ec3e2115d5f44dfd01c3b58963c.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_14_jpg.rf.2f9f43f364a088b45d04fd146e1f79a9.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
PCBA_600_jpg.rf.322c1b8cfbd0ed280ff0bdc4b9c3a5aa.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
PCBA_574_jpg.rf.35d7bde9c2dffd74b3b881910a67308a.jpg, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1
PCBA_196_jpg.rf.34c668116fbece7da35e3b3c5e3e3e71.jpg, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_52_jpg.rf.3a3556f2ec0dbc3195c12631294d9a3a.jpg, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_290_jpg.rf.39f0c6ae96370c72a0fc883058c8ffcb.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
PCBA_130_jpg.rf.3a5b2e2327029653ed1868e62ff7d4b7.jpg, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0
PCBA_135_jpg.rf.31e0693be7fc3473dfb8d584214b710f.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1
diode8_jpg.rf.3c879481b30e22be56657ca062c4221c.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_596_jpg.rf.3670bc668197d685dd97468c00436bf7.jpg, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0
PCBA_131_jpg.rf.3658e13a6aaa0e2197c194f88799f035.jpg, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
PCBA_530_jpg.rf.3cb729df930e1e68cdbfccfc7b15e97b.jpg, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_582_jpg.rf.3cf45854bfe83efc5c6e6d3d471e0f69.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0
PCBA_84_jpg.rf.390205fbcbb1e67cf8c7a6b8e6541e01.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0
PCBA_95_jpg.rf.3c18f75161f1b4b961cbba2050e3fd85.jpg, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_56_jpg.rf.3dd14f7130967c23de41ead9f2275060.jpg, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1
PCBA_542_jpg.rf.3d94762f99b2a5a7c29305f7838b306b.jpg, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1
